Facility Name,Registration No,License Number,Ownership,Establishment Year,Street,County,Licence Status,Facility Status,Valid Till
MVOI PHARMACEUTICALS TAVETA (Taita Taveta),PPB/M/8543,BU202603878,SOLE PROPRIETOR,2016,MOSHI-MOMBASA ROAD,Taita Taveta,VALID,ACTIVE,2026-12-31
MVULE PHARMACY LIMITED (Nairobi),PPB/M/8645,BU202601004,PRIVATE COMPANY (LIMITED),2016,JONATHAN NGENO,Baringo,VALID,ACTIVE,2026-12-31
MWADEMU CHEMIST,PPB/M/9463,BU202601862,PARTNERSHIP,2022,KANAMAI,Kilifi,VALID,ACTIVE,2026-12-31
MWALA PHARMACY (Machakos),PPB/M/359,BU202604776,SOLE PROPRIETOR,1914,MACHAKOS KITUI,Machakos,VALID,ACTIVE,2026-12-31
MWANAINCHI EAST PHARMACY (Kericho),PPB/M/8872,BU202607268,SOLE PROPRIETOR,2018,KERICHO HIGHWAY,Nakuru,VALID,ACTIVE,2026-12-31
MWANEDU PHARMACY,PPB/M/9947,BU202601435,SOLE PROPRIETOR,2024,VOI-KISHUSHE-MAKTAU ROAD,,VALID,ACTIVE,2026-12-31
MWANJO CHEMIST-THIKA (Kiambu),PPB/M/622,BU202602134,SOLE PROPRIETOR,2011,KENYATTA HIGHWAY RD,Kiambu,VALID,ACTIVE,2026-12-31
MWASITA PHARMACEUTICALS LTD (Machakos),PPB/M/8536,BU202607656,PRIVATE COMPANY (LIMITED),2016,MOMBASA ROAD,Makueni,VALID,ACTIVE,2026-12-31
MWEA CHEMIST (Kirinyaga),PPB/M/506,BU202601734,SOLE PROPRIETOR,2012,EMBU - NAIROBI,Kirinyaga,VALID,ACTIVE,2026-12-31
MWEA COUNTY PHARMACY-KARURI BLDG (Embu),PPB/M/1085,BU202606989,SOLE PROPRIETOR,2013,EMBU RD,Embu,VALID,ACTIVE,2026-12-31
MWEA STADIUM CHEMIST.,PPB/M/9919,BU202602132,SOLE PROPRIETOR,2024,WANGURU STADIUM ROAD,,VALID,ACTIVE,2026-12-31
MWEI PHARMACEUTICALS (Turkana),PPB/M/8857,BU202600554,SOLE PROPRIETOR,2018,ALONG LORUGUM ROAD,Turkana,VALID,ACTIVE,2026-12-31
MWEIGA MEDICAL AND DIABETIC CENTRE (Nyeri),PPB/M/9968,BU202605727,SOLE PROPRIETOR,2024,KABIRIA ROAD,Nyeri,VALID,ACTIVE,2026-12-31
MWEIGA PHARMACY (Nyeri),PPB/M/683,BU202600957,SOLE PROPRIETOR,0000,NAKURU NYERI,Nyeri,VALID,ACTIVE,2026-12-31
MWEMAS PHARMACEUTICAL (Makueni),PPB/M/8762,BU202602986,PARTNERSHIP,2017,SALAMA NUNGUNI ROAD,Makueni,VALID,ACTIVE,2026-12-31
MWEMBENI PHARMACY BAMBURI (Mombasa),PPB/M/8841,BU202602461,SOLE PROPRIETOR,2018,BAMBURI MTAMBO ROAD,Mombasa,VALID,ACTIVE,2026-12-31
MWENDANTU CHEMIST (Meru),PPB/M/725,BU202607580,SOLE PROPRIETOR,2012,MERU-NRB ROAD,Meru,VALID,ACTIVE,2026-12-31
MWENGA CHEMIST  (Meru),PPB/M/789,BU202606397,SOLE PROPRIETOR,2011,MERU NKUBU,Meru,VALID,ACTIVE,2026-12-31
MWENGA PHARMACEUTICALS  (Nairobi),PPB/M/172,BU202604610,PARTNERSHIP,2012,NEW GARDEN ESTATE ROAD,Nairobi,VALID,ACTIVE,2026-12-31
MWETHI & COMPANY CHEMIST LTD -THOME,PPB/M/10035,BU202607778,PRIVATE COMPANY (LIMITED),2022,KAMITI ROAD,,VALID,ACTIVE,2026-12-31
MWETHI & COMPANY CHEMIST LTD-ONGATA RONGAI,PPB/M/9753,BU202607891,PARTNERSHIP,2022,MAGADI ROAD,Kajiado,VALID,ACTIVE,2026-12-31
MWETHI AND COMPANY CHEMIST LTD,PPB/M/9623,BU202607608,PRIVATE COMPANY (LIMITED),2022,KAMITI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
MWIHOKO CHEMIST  (Kiambu),PPB/M/9632,BU202602210,SOLE PROPRIETOR,2023,MWIHOKO ROAD,Kiambu,VALID,ACTIVE,2026-12-31
MWIKILANE PHARMACY (Nairobi),PPB/M/9038,BU202607557,PARTNERSHIP,2019,MWINI-KITUI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
MWIMO ONE CHEMIST  (Meru),PPB/M/1013,BU202600607,PARTNERSHIP,2013,MAUA - MERU RD,Meru,VALID,ACTIVE,2026-12-31
MWINGI BESTCARE CHEMIST AND AGROCHEMICALS  (Kitui),PPB/M/9287,BU202603471,PARTNERSHIP,2021,GARISSA ROAD,Kitui,VALID,ACTIVE,2026-12-31
MWIRIMIRI PHARMACEUTICAL LIMITED,PPB/M/9975,BU202600388,SOLE PROPRIETOR,2024,KENYA,,VALID,ACTIVE,2026-12-31
MWIRUTI CHEMIST,PPB/M/10004,BU202600786,SOLE PROPRIETOR,2024,ELDORET-NDALAT,,VALID,ACTIVE,2026-12-31
MWISHO WA LAMI CHEMIST,PPB/M/9870,BU202600601,SOLE PROPRIETOR,2024,MAGOGONI STREET,,VALID,ACTIVE,2026-12-31
MWOKOZI CHEMIST (Kilifi),PPB/M/1117,BU202606327,SOLE PROPRIETOR,2014,MOMBASA MALINDI RD,Kilifi,VALID,ACTIVE,2026-12-31
MYDAWA PHARMACEUTICALS (Nairobi),PPB/I/10175,BU202602540,PRIVATE COMPANY (LIMITED),2018,LOWER KABETE,Nairobi,VALID,ACTIVE,2026-12-31
MYDAWA PHARMACEUTICALS - EMBAKASI,PPB/M/10216,BU202604099,PRIVATE COMPANY (LIMITED),2025,NORTH  AIRPORT ROAD,,VALID,ACTIVE,2026-12-31
MYDAWA PHARMACEUTICALS - MOMBASA,PPB/M/9626,BU202600799,PRIVATE COMPANY (LIMITED),2022,MOI AVENUE,Mombasa,VALID,ACTIVE,2026-12-31
MYDAWA PHARMACEUTICALS- ADAMS ARCADE,PPB/M/10179,BU202600222,PRIVATE COMPANY (LIMITED),2025,NGONG ROAD,,VALID,ACTIVE,2026-12-31
MYRRA CHEMISTS (Busia),PPB/M/8733,BU202605797,SOLE PROPRIETOR,2017,BUSIA-MALABA ROAD,Busia,VALID,ACTIVE,2026-12-31
MYRTLE TREE PHARMACEUTICAL LTD,PPB/M/9894,BU202607933,PRIVATE COMPANY (LIMITED),2024,HOSPITAL ROAD,,VALID,ACTIVE,2026-12-31
MZALENDO PHARMACY (Kiambu),PPB/M/1023,BU202603980,SOLE PROPRIETOR,2013,LIMURU RD,Kiambu,VALID,ACTIVE,2026-12-31
MZEE MOJA CHEMISTS (Murang'a),PPB/M/8862,BU202602710,SOLE PROPRIETOR,2018,MAKUYU KAMAHUHA,Murang'a,VALID,ACTIVE,2026-12-31
MZEE MOJA CHEMISTS LIMITED (Kiambu),PPB/M/9378,BU202602717,PARTNERSHIP,2021,RUIRU KAMITI ROAD,Kiambu,VALID,ACTIVE,2026-12-31
MZIMA PHARMA LIMITED (Nairobi),PPB/M/8687,BU202604806,PRIVATE COMPANY (LIMITED),2014,ACCRA RD,Nairobi,VALID,ACTIVE,2026-12-31
NAAWAL PHARMACY LIMITED,PPB/N/1683,BU202602288,SOLE PROPRIETOR,2024,MAYANJA ROAD,,VALID,ACTIVE,2026-12-31
NABAMBO PHAMACEUTICAL,PPB/N/1719,BU202603274,SOLE PROPRIETOR,2025,MAYANJA STREET,,VALID,ACTIVE,2026-12-31
NABAMIL PHARMACEUTICALS,PPB/N/1650,BU202602077,SOLE PROPRIETOR,2023,KISII-KILGORIS ROAD,,VALID,ACTIVE,2026-12-31
NABAREFU PHARMACY,PPB/N/1652,BU202600425,SOLE PROPRIETOR,2024,SIRISIA -CHWELE ROAD,,VALID,ACTIVE,2026-12-31
NABOGI ENTERPRISES,PPB/N/1552,BU202606673,SOLE PROPRIETOR,2023,GARDENS  ESTATE,Nairobi,VALID,ACTIVE,2026-12-31
NABONGO MUMIAS CHEMIST- (Kakamega),PPB/N/39,BU202607015,PRIVATE COMPANY (LIMITED),2012,MARKET STREET,Kakamega,VALID,ACTIVE,2026-12-31
NABUALA CHEMIST LTD -TASIA,PPB/N/1785,BU202605330,PARTNERSHIP,2025,OFF OUTERING ROAD,,VALID,ACTIVE,2026-12-31
NABUALA CHEMIST LTD- CHWELE,PPB/N/1734,BU202607931,PARTNERSHIP,2025,OFF CHWELE-KIMILILI RD,,VALID,ACTIVE,2026-12-31
NABUALA CHEMIST LTD-MAYANJA (Bungoma),PPB/N/938,BU202607932,PRIVATE COMPANY (LIMITED),2016,KIBABII-MAYANJA,Bungoma,VALID,ACTIVE,2026-12-31
NADICHÊM PHARMACY,PPB/N/1786,BU202607490,SOLE PROPRIETOR,2022,OLD NAMANGA RD,,VALID,ACTIVE,2026-12-31
NAFTALI PHARMACY,PPB/N/1751,BU202602959,SOLE PROPRIETOR,2025,MUMBI STREET,,VALID,ACTIVE,2026-12-31
NAFUUMED CHEMISTS LIMITED (Nairobi),PPB/N/895,BU202603385,PRIVATE COMPANY (LIMITED),2015,NOTHERN BYPASS,Nairobi,VALID,ACTIVE,2026-12-31
NAFUUMED CHEMISTS LIMITED - KAMAE (Nairobi),PPB/N/1203,BU202603400,SOLE PROPRIETOR,2021,ALONG NORTHERN BYPASS,Nairobi,VALID,ACTIVE,2026-12-31
NAFUUMED CHEMISTS LTD (Nairobi),PPB/N/1084,BU202603387,PRIVATE COMPANY (LIMITED),2015,RACE COURSE ROAD,Nairobi,VALID,ACTIVE,2026-12-31
NAGAYA DRUG  MART (Marsabit),PPB/N/1119,BU202604092,SOLE PROPRIETOR,2020,MOYALE ROAD MOYALE TOWNSHIP,Marsabit,VALID,ACTIVE,2026-12-31
NAGAYO CHEMIST (Meru),PPB/N/924,BU202603389,SOLE PROPRIETOR,2016,MERU-NANYUKI ROAD,Meru,VALID,ACTIVE,2026-12-31
NAGI HEALTH SOLUTIONS LIMITED,PPB/N/1570,BU202603052,PRIVATE COMPANY (LIMITED),2023,KEHANCHA ROAD,Migori,VALID,ACTIVE,2026-12-31
NAGIL PHARMACY,PPB/N/1500,BU202601407,PARTNERSHIP,2022,HOSPITAL,Nakuru,VALID,ACTIVE,2026-12-31
NAHDI PHARMACY LIMITED,PPB/N/1613,BU202607861,PARTNERSHIP,2023,NEBOI LATEY,Mandera,VALID,ACTIVE,2026-12-31
NAHODHA  PHARMACEUTICALS (Nakuru),PPB/N/983,BU202604072,SOLE PROPRIETOR,2017,NAKURU- NJORO ROAD,Nakuru,VALID,ACTIVE,2026-12-31
NAHULO CHEMIST - BUSIA (Busia),PPB/N/0650,BU202601450,SOLE PROPRIETOR,2015,BUMULA ROAD,Busia,VALID,ACTIVE,2026-12-31
NAIBERI CHEMIST (Uasin Gishu),PPB/N/1080,BU202607609,SOLE PROPRIETOR,2018,KAPTAGAT ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
NAILEPU CHEMIST (Kajiado),PPB/N/1143,BU202601030,SOLE PROPRIETOR,2021,SOLONKA,Kajiado,VALID,ACTIVE,2026-12-31
NAIMA PHARMACEUTICAL,PPB/N/1276,BU202601538,SOLE PROPRIETOR,2022,OLEGURUONE/KERINGET HIGHWAY,Nakuru,VALID,ACTIVE,2026-12-31
NAIROBI OUTPATIENT GULF LIMITED -ROASTERS,PPB/N/1697,BU202602527,SOLE PROPRIETOR,2021,MARURUI ROAD/OFF THIKA ROAD,,VALID,ACTIVE,2026-12-31
NAIROBI SOUTH MEDICAL CENTRE LIMITED (Nairobi),PPB/N/1735,BU202604337,PARTNERSHIP,2015,"UTAWALA,OPP. GSU TRAINING SCHOOL",Nairobi,VALID,ACTIVE,2026-12-31
NAISHI COMMUNITY PHARMACY,PPB/N/1480,BU202602457,SOLE PROPRIETOR,2022,LARE NAISHI,Nakuru,VALID,ACTIVE,2026-12-31
NAISOMEDI PHARMACY LIMITED,PPB/N/1595,BU202603277,PRIVATE COMPANY (LIMITED),2023,KERARAPON ROAD,,VALID,ACTIVE,2026-12-31
NAJALI CONCEPTS LIMITED,PPB/N/1723,BU202605062,PARTNERSHIP,2025,KAMANGU,,VALID,ACTIVE,2026-12-31
NAJMA CHEMIST LIMITED,PPB/N/1711,BU202600844,SOLE PROPRIETOR,2025,ALONG MANDERA ROAD,,VALID,ACTIVE,2026-12-31
NAJOPHARM CHEMIST (Meru),PPB/N/964,BU202604585,SOLE PROPRIETOR,2017,MERU - NRUBU ROAD,Meru,VALID,ACTIVE,2026-12-31
NAKIM PHARMACY,PPB/N/1692,BU202603147,SOLE PROPRIETOR,2024,GATARA PRIMARY ROAD,,VALID,ACTIVE,2026-12-31
NAKMART CHEMIST,PPB/N/1677,BU202600968,PARTNERSHIP,2024,KANGUNDO ROAD,,VALID,ACTIVE,2026-12-31
NAKURU ABRAHAM PHARMACY (Nakuru),PPB/N/473,BU202607171,SOLE PROPRIETOR,2014,KANU STREET,Nakuru,VALID,ACTIVE,2026-12-31
NAKURU AFYA CHEMIST LIMITED (Nakuru),PPB/N/837,BU202603133,PRIVATE COMPANY (LIMITED),2016,KENYATTA AVENUE,Nakuru,VALID,ACTIVE,2026-12-31
NAKYMA MEDICARE (Vihiga),PPB/N/1109,BU202600550,SOLE PROPRIETOR,2020,ELDORET KISUMU,Vihiga,VALID,ACTIVE,2026-12-31
NALAN PHARMACY,PPB/N/1663,BU202605299,SOLE PROPRIETOR,2024,OFF MOMBASA ROAD,,VALID,ACTIVE,2026-12-31
NALEPO CHEMIST (Kajiado),PPB/N/0652,BU202606625,SOLE PROPRIETOR,2015,BISIL-OLD KICHINJIO,Kajiado,VALID,ACTIVE,2026-12-31
NALFAX PHARMACY (Nakuru),PPB/N/411,BU202601196,SOLE PROPRIETOR,2013,MBARIA KANIU,Nakuru,VALID,ACTIVE,2026-12-31
NALONDO CHEMIST (Bungoma),PPB/N/303,BU202606510,SOLE PROPRIETOR,2011,NALONDO - BOKOLI RD,Bungoma,VALID,ACTIVE,2026-12-31
NAMADA HEALTH POINT LIMITED,PPB/N/1559,BU202601729,PRIVATE COMPANY (LIMITED),2023,UMOJA,,VALID,ACTIVE,2026-12-31
NAMADA HEALTH POINT LIMITED-SABA SABA,PPB/N/1730,BU202605048,PARTNERSHIP,2023,JOMO KENYATTA AVENUE,,VALID,ACTIVE,2026-12-31
NAMCO PHARMACY (Machakos),PPB/N/336,BU202601863,SOLE PROPRIETOR,0000,KONZA RD,Machakos,VALID,ACTIVE,2026-12-31
NAMERITABA PHARMACEUTICALS,PPB/N/1746,BU202605274,SOLE PROPRIETOR,2025,LODWAR,,VALID,ACTIVE,2026-12-31
NAMGOI CHEMIST (Uasin Gishu),PPB/N/316,BU202603671,SOLE PROPRIETOR,1914,,Nandi,VALID,ACTIVE,2026-12-31
NAMLO PHARMACEUTICAL (Kisumu),PPB/N/1147,BU202600952,PARTNERSHIP,2021,OMORI RESA,Kisumu,VALID,ACTIVE,2026-12-31
NAMUNAVA PHARMACEUTICALS (Uasin Gishu),PP/B/N/308,BU202601764,SOLE PROPRIETOR,2011,OFF UGANDA RD,Uasin Gishu,VALID,ACTIVE,2026-12-31
NAMUNAVA PHARMCEUTICAL (Bungoma),PPB/N/548,BU202601769,SOLE PROPRIETOR,2014,,Bungoma,VALID,ACTIVE,2026-12-31
NAMVERA PHARMACY LIMITED-MTWAPA,PPB/N/1530,BU202602709,PARTNERSHIP,2023,KILIFI,Kilifi,VALID,ACTIVE,2026-12-31
NANASI PHARMACY LTD (Machakos),PPB/N/1104,BU202602580,PRIVATE COMPANY (LIMITED),2020,MARKET STREET,Machakos,VALID,ACTIVE,2026-12-31
NANENA CHEMIST (Bungoma),PPB/N/1190,BU202601717,SOLE PROPRIETOR,2020,KANDUYI WEBUYE ROAD,Bungoma,VALID,ACTIVE,2026-12-31
NANGA CHEMIST (Kisumu),PPB/N/197,BU202606571,SOLE PROPRIETOR,2010,GOR MAHIA ROAD,Kisumu,VALID,ACTIVE,2026-12-31
NANGILI PHARMACY (Uasin Gishu),PPB/N/1313,BU202606812,SOLE PROPRIETOR,2022,ELDORET - KITALE,Kakamega,VALID,ACTIVE,2026-12-31
NANIM HEALTHCARE CHEMIST -TENDWET,PPB/N/1664,BU202606573,SOLE PROPRIETOR,2021,SAGAMIAN-MULOT,,VALID,ACTIVE,2026-12-31
NANMED WELLNESS PHARMACY,PPB/N/1546,BU202606708,SOLE PROPRIETOR,2023,KAPTEMBWA ROAD,Nakuru,VALID,ACTIVE,2026-12-31
NANTES PHARMACY (Nairobi),PPB/N/1121,BU202603517,SOLE PROPRIETOR,2020,LUMUMBA DRIVE,Nairobi,VALID,ACTIVE,2026-12-31
NANYCARE PHARMACY,PPB/N/1647,BU202604853,SOLE PROPRIETOR,2024,KAMITI ROAD OFF NGUMBA DRIVE,,VALID,ACTIVE,2026-12-31
NANYUKI CHEMIST (Laikipia),PPB/N/471,BU202600072,PARTNERSHIP,1969,MERU HIGHWAY,Laikipia,VALID,ACTIVE,2026-12-31
NAOMART PHARMACY,PPB/N/1706,BU202605369,SOLE PROPRIETOR,2025,KINOO POLYTECHNIC ROAD,,VALID,ACTIVE,2026-12-31
NARAMATISHO PHARMACY,PPB/N/1726,BU202600254,SOLE PROPRIETOR,2025,EMALI ROAD,,VALID,ACTIVE,2026-12-31
NARAMATT CHEMIST LIMITED (Kajiado),PPB/N/1627,BU202607485,PRIVATE COMPANY (LIMITED),2024,MARKET ROAD,Kajiado,VALID,ACTIVE,2026-12-31
NARASHA CHEMIST LIMITED (Nakuru),PPB/N/382,BU202603700,SOLE PROPRIETOR,2012,KENYATTA AV,Nakuru,VALID,ACTIVE,2026-12-31
NARCHAR HEALTHCARE LIMITED,PPB/N/1297,BU202607716,PRIVATE COMPANY (LIMITED),2022,NDUMBERI/NDUMBERI,Kiambu,VALID,ACTIVE,2026-12-31
NAREWA PHARMACY,PPB/N/1566,BU202602091,SOLE PROPRIETOR,2023,LODWAR-KITALE,Turkana,VALID,ACTIVE,2026-12-31
NARKPHARM CHEMIST-MERU,PPB/N/1712,BU202603435,SOLE PROPRIETOR,2024,MAKUTANO,,VALID,ACTIVE,2026-12-31
NARUCURE CHEMIST,PPB/N/1558,BU202603776,SOLE PROPRIETOR,2023,HOSPITAL ROAD,Nyeri,VALID,ACTIVE,2026-12-31
NARWA PHARMACY (Nairobi),PP/N/118,BU202601061,SOLE PROPRIETOR,2002,JOGOO RD,Nairobi,VALID,ACTIVE,2026-12-31
NASCENT PHARMACEUTICALS (Homa Bay),PPB/N/919,BU202607232,SOLE PROPRIETOR,2016,HOMA BAY ROAD,Homa Bay,VALID,ACTIVE,2026-12-31
NASCHEM PHARMACY (Nairobi),PPB/N/415,BU202600437,SOLE PROPRIETOR,1914,UMOJA NASRA GARDEN SPINE,Nairobi,VALID,ACTIVE,2026-12-31
NASETO PHARMACEUTICALS  (Narok),PPB/N/949,BU202603278,SOLE PROPRIETOR,2017,NAROK-BOMET ROAD,Narok,VALID,ACTIVE,2026-12-31
NASHAB PHARMACY (Kakamega),PPB/N/444,BU202602898,SOLE PROPRIETOR,2014,KOMAIRO KWISERO,Kakamega,VALID,ACTIVE,2026-12-31
NASHY PHARMACY (Nakuru),PPB/N/1011,BU202600584,SOLE PROPRIETOR,2018,OGINGA ODINGA ROAD,Nakuru,VALID,ACTIVE,2026-12-31
NASONGA CHEMIST,PPB/N/1694,BU202602790,SOLE PROPRIETOR,2024,MOMBASA-MALINDI ROAD,,VALID,ACTIVE,2026-12-31
NASRA PHARMACY 2 MEDICAL CENTER LIMITED,PPB/N/1606,BU202603195,SOLE PROPRIETOR,2023,"EASTLEIGH SIXTH STREET, BUILDING:",,VALID,ACTIVE,2026-12-31
NASRI PHARMACY,PPB/N/1300,BU202601136,SOLE PROPRIETOR,2022,HOLA-MASALANI ROAD,Garissa,VALID,ACTIVE,2026-12-31
NASRI PHARMACY LIMITED,PPB/N/1553,BU202601135,SOLE PROPRIETOR,2023,BULA MZURI MARKET STREET,Garissa,VALID,ACTIVE,2026-12-31
NATHA CHEMIST (Nakuru),PPB/N/638,BU202606506,SOLE PROPRIETOR,2015,KANU STREET,Nakuru,VALID,ACTIVE,2026-12-31
NATIONHOOD CHEMIST AND AGROVET (Machakos),PPB/N/1083,BU202603181,SOLE PROPRIETOR,2019,TAWA - KAVUMBU ROAD,Machakos,VALID,ACTIVE,2026-12-31
NATIONLINK PHARMACEUTICALS LIMITED (Nairobi),PPB/H/9192,BU202607930,PRIVATE COMPANY (LIMITED),2024,MAJOR JACKSON MUREITHI STREET,Nairobi,VALID,ACTIVE,2026-12-31
NATPREX CHEMIST-KINUNGI,PPB/N/1659,BU202606722,SOLE PROPRIETOR,2022,NAIROBI NAKURU HIGHWAY,,VALID,ACTIVE,2026-12-31
NATURE AYURVEDIC REMEDIES (Kwale),PPB/N/321,BU202602197,SOLE PROPRIETOR,1914,DIANI BEACH RD,Kwale,VALID,ACTIVE,2026-12-31
NAVI PHARMACY,PPB/N/1593,BU202607562,SOLE PROPRIETOR,2023,GATONGORA,,VALID,ACTIVE,2026-12-31
NAVIN PHARMACY (Nairobi),PPB/N/1108,BU202606700,PARTNERSHIP,2020,KAMITI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
NAVUHI MEDICARE CHEMIST,PPB/N/1274,BU202604141,PARTNERSHIP,2022,GISAMBAI MAJENGO,Vihiga,VALID,ACTIVE,2026-12-31
NAX EMPORIUM CHEMIST (Makueni),PPB/N/1040,BU202601900,SOLE PROPRIETOR,2018,MOMBASA ROAD/KASIKEU OPP.SULTAN HOSPITAL,Makueni,VALID,ACTIVE,2026-12-31
NAYAH PHARMACY,PPB/N/1567,BU202605262,SOLE PROPRIETOR,2023,THE DAM,Nairobi,VALID,ACTIVE,2026-12-31
NAYAH PHARMACY MUGUMO,PPB/N/1759,BU202601904,SOLE PROPRIETOR,2025,KIAMBU KAMITI ROAD,,VALID,ACTIVE,2026-12-31
NDALANI CHEMIST (Machakos),PPB/D/216,BU202604949,SOLE PROPRIETOR,1914,OLD MSA RD,Machakos,VALID,ACTIVE,2026-12-31
NDALANI STAGE CHEMIST- KITHIMANI,PPB/N/1761,BU202601837,SOLE PROPRIETOR,2025,KITHIMANI MATUU RD,,VALID,ACTIVE,2026-12-31
NDARAGWA JOY CHEMIST (Nyandarua),PPB/N/253,BU202602439,PARTNERSHIP,2011,NYERI NYAHURURU,Nyandarua,VALID,ACTIVE,2026-12-31
NDASAM PHARMACY (Machakos),PPB/N/950,BU202603489,SOLE PROPRIETOR,2017,KITHIMANI MWALA,Machakos,VALID,ACTIVE,2026-12-31
NDEGWA WANJAU PHARMACEUTICALS,PPB/N/1675,BU202601179,SOLE PROPRIETOR,2024,KANDARA ROAD,,VALID,ACTIVE,2026-12-31
NDEKWE PHARMACY (Bungoma),PPB/N/1064,BU202606807,SOLE PROPRIETOR,2019,KANDUI-BUNGOMA TOWN ROAD,Bungoma,VALID,ACTIVE,2026-12-31
NDERI CARE PHARMACY (Kiambu),PPB/N/1090,BU202600941,SOLE PROPRIETOR,2019,KALRO MUGUGA ROAD,Kiambu,VALID,ACTIVE,2026-12-31
NDIWAKI PHARMACY,PPB/N/1657,BU202605057,SOLE PROPRIETOR,2024,MT KENYA ROAD,,VALID,ACTIVE,2026-12-31
NDUBI WELLNESS DN LTD,PPB/N/1666,BU202605728,PARTNERSHIP,2024,BANANA ROAD,,VALID,ACTIVE,2026-12-31
NDUGUMNANI PHARMACY,PPB/N/1709,BU202601149,SOLE PROPRIETOR,2024,TSAVO RD,,VALID,ACTIVE,2026-12-31
NDUNGA PHARMACY,PPB/N/1744,BU202602419,SOLE PROPRIETOR,2025,OFF EASTERN BY PASS,,VALID,ACTIVE,2026-12-31
NEAMA CHEMIST (Uasin Gishu),PPB/N/179,BU202600842,SOLE PROPRIETOR,2014,OLD UGANDA RD,Uasin Gishu,VALID,ACTIVE,2026-12-31
NECAH CHEMIST (Murang'a),PPB/N/1140,BU202606604,SOLE PROPRIETOR,2020,STAGE GLOGON,Murang'a,VALID,ACTIVE,2026-12-31
NECTAR PHARMACY LIMITED-KITENGELA (Kajiado),PPB/N/01479,BU202606833,PRIVATE COMPANY (LIMITED),2007,,Kajiado,VALID,ACTIVE,2026-12-31
NEDIPHARM PHARMACEUTICALS (Kilifi),PPB/N/899,BU202607436,SOLE PROPRIETOR,2016,BARANI ROAD,Kilifi,VALID,ACTIVE,2026-12-31
NEDO CHEMIST - GITHURAI (Nairobi),PPB/N/639,BU202603505,SOLE PROPRIETOR,2015,MWIHOKO ROAD,Kiambu,VALID,ACTIVE,2026-12-31
NEEMA PHARMACY (Embu),PPB/N/09 A,BU202602204,PRIVATE COMPANY (LIMITED),1990,MAMA NGINA,Embu,VALID,ACTIVE,2026-12-31
NEEMA UNIVERSAL HEALTHCARE LIMITED - EMBU TOWN -2,PPB/N/1740,BU202601877,SOLE PROPRIETOR,2024,KIRIMARI,,VALID,ACTIVE,2026-12-31
NEENE PHARMACY (Murang'a),PPB/N/269,BU202601976,PARTNERSHIP,2011,UHURU HIGHWAY-MURANG\\\'A,Murang'a,VALID,ACTIVE,2026-12-31
NEEVMA PHARMACEUTICALS,PPB/N/1775,BU202604645,SOLE PROPRIETOR,2023,MOIBEN ELDORET ROAD,,VALID,ACTIVE,2026-12-31
NEGAT HEALTHCARE,PPB/N/1667,BU202603048,SOLE PROPRIETOR,2024,MAMA NGINA STREET,,VALID,ACTIVE,2026-12-31
NEIBA-CARE PHARMACY (Machakos),PPB/N/1281,BU202602354,SOLE PROPRIETOR,2022,Kerarapon drive,Kajiado,VALID,ACTIVE,2026-12-31
NEKESA'S PHARMACY,PPB/N/1575,BU202604658,SOLE PROPRIETOR,2023,MIRRIAM'S ROAD,Kajiado,VALID,ACTIVE,2026-12-31
NEKIM CHEMISTS (Kiambu),PPB/N/91,BU202601504,SOLE PROPRIETOR,2007,MUGI ROAD,Kiambu,VALID,ACTIVE,2026-12-31
NELAPHARM LTD DOWNTOWN,PPB/N/1535,BU202601269,PARTNERSHIP,2023,LADHIES,,VALID,ACTIVE,2026-12-31
NELARD PHARMACEUTICALS (Nairobi),PPB/N/325,BU202606704,SOLE PROPRIETOR,2014,,Nairobi,VALID,ACTIVE,2026-12-31
NELEPECK PHARMACY (Homa Bay),PPB/N/166,BU202601086,SOLE PROPRIETOR,1914,SORI RD,Homa Bay,VALID,ACTIVE,2026-12-31
NELIA GOLDPHARM,PPB/N/1578,BU202600069,PARTNERSHIP,2023,DIGITAL ROAD,Nairobi,VALID,ACTIVE,2026-12-31
NELSHAMA CHEMIST,PPB/N/1689,BU202600285,SOLE PROPRIETOR,2024,HOSPITAL ROAD,,VALID,ACTIVE,2026-12-31
NELTO PHARMACEUTICALS (Uasin Gishu),PPB/N/479,BU202607022,SOLE PROPRIETOR,2014,PILOT RD,Nyeri,VALID,ACTIVE,2026-12-31
NELVERT PHARMACY (Turkana),PPB/L/674,BU202604945,SOLE PROPRIETOR,2006,KENYATTA STREET,Turkana,VALID,ACTIVE,2026-12-31
NEMAIYAN LATE NIGHT CHEMIST (Kajiado),PPB/N/419,BU202607789,SOLE PROPRIETOR,2013,SOLONKA,Kajiado,VALID,ACTIVE,2026-12-31
NEMPIRIS PHARMACY AND CLINIC,PPB/N/1525,BU202601294,PARTNERSHIP,2022,MAJENGO,Kajiado,VALID,ACTIVE,2026-12-31
NEMWEL PHARMACY (Kisumu),PPB/N/1616,BU202600695,SOLE PROPRIETOR,2023,KISUMU NAIROBI,Kisumu,VALID,ACTIVE,2026-12-31
NENKAI SAFEHOUSE CHEMIST,PPB/N/1258,BU202607913,SOLE PROPRIETOR,2022,MOSQUE RD,Narok,VALID,ACTIVE,2026-12-31
